Age,age group,Attrition,Business Travel,Department,Distance From Home,Education,Education Field,Employee Number,Gender,Job Role,Marital Status,Over Time,Over18,Training Times Last Year,attrition yes,Daily Rate,Employee Count,Environment Satisfaction,Hourly Rate,Job Involvement,Job Level,Job Satisfaction,Monthly Income,Monthly Rate,Num Companies Worked,Percent Salary Hike,Performance Rating,Relationship Satisfaction,Standard Hours,Stock Option Level,Total Working Years,Work Life Balance,Years At Company,Years In Current Role,Years Since Last Promotion,Years With Curr Manager
33,30 - 39,No,Travel_Frequently,Research & Development,6,Bachelor,Life Sciences,692,Male,Healthcare Representative,Divorced,No,Y,2,0,1296,1,3,30,3,2,Very High,7725,5335,3,23,4,3,80,1,15,1,13,11,4,7
54,50 - 59,No,Travel_Rarely,Human Resources,19,Master,Medical,698,Male,Human Resources,Married,No,Y,1,0,397,1,3,88,3,3,Medium,10725,6729,2,15,3,3,80,1,16,4,9,7,7,1
36,30 - 39,No,Travel_Rarely,Research & Development,9,College,Medical,699,Male,Manufacturing Director,Divorced,Yes,Y,2,0,913,1,2,48,2,2,Medium,8847,13934,2,11,3,3,80,1,13,3,3,2,0,2
27,18-29,No,Travel_Rarely,Research & Development,3,Master,Medical,700,Male,Research Scientist,Single,No,Y,0,0,1115,1,1,54,2,1,Very High,2045,15174,0,13,3,4,80,0,5,3,4,2,1,1
20,18-29,Yes,Travel_Rarely,Research & Development,10,Below College,Medical,701,Male,Research Scientist,Single,Yes,Y,5,1,1362,1,4,32,3,1,High,1009,26999,1,11,3,4,80,0,1,3,1,0,1,1
33,30 - 39,Yes,Travel_Frequently,Research & Development,3,Bachelor,Life Sciences,702,Male,Research Scientist,Single,Yes,Y,3,1,1076,1,1,70,3,1,Low,3348,3164,1,11,3,1,80,0,10,3,10,8,9,7
35,30 - 39,No,Non-Travel,Research & Development,3,Bachelor,Life Sciences,704,Male,Laboratory Technician,Married,No,Y,3,0,727,1,3,41,2,1,High,1281,16900,1,18,3,3,80,2,1,3,1,0,0,0
23,18-29,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,705,Male,Research Scientist,Married,No,Y,3,0,885,1,1,58,4,1,Low,2819,8544,2,16,3,1,80,1,5,4,3,2,0,2
25,18-29,No,Travel_Rarely,Sales,8,Bachelor,Life Sciences,707,Male,Sales Executive,Married,No,Y,4,0,810,1,4,57,4,2,Medium,4851,15678,0,22,4,3,80,1,4,3,3,2,1,2
38,30 - 39,No,Travel_Rarely,Sales,7,Master,Marketing,709,Female,Sales Executive,Single,No,Y,2,0,243,1,4,46,2,2,Very High,4028,7791,0,20,4,1,80,0,8,3,7,7,0,5
29,18-29,No,Travel_Frequently,Research & Development,1,Master,Life Sciences,710,Male,Research Scientist,Divorced,No,Y,5,0,806,1,2,76,1,1,Very High,2720,18959,1,18,3,4,80,1,10,3,10,7,2,8
48,40 - 49,No,Travel_Rarely,Sales,2,Below College,Marketing,712,Male,Sales Executive,Married,No,Y,3,0,817,1,2,56,4,2,Medium,8120,18597,3,12,3,4,80,0,12,3,2,2,2,2
27,18-29,No,Travel_Frequently,Sales,3,Below College,Medical,714,Female,Sales Executive,Divorced,Yes,Y,3,0,1410,1,4,71,4,2,Very High,4647,16673,1,20,4,2,80,2,6,3,6,5,0,4
37,30 - 39,No,Travel_Rarely,Research & Development,10,College,Life Sciences,715,Male,Research Scientist,Single,No,Y,2,0,1225,1,4,80,4,1,Very High,4680,15232,3,17,3,1,80,0,4,3,1,0,0,0
50,50 - 59,No,Travel_Rarely,Research & Development,28,Below College,Medical,716,Male,Laboratory Technician,Married,Yes,Y,3,0,1207,1,4,74,4,1,High,3221,3297,1,11,3,3,80,3,20,3,20,8,3,8
34,30 - 39,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,717,Female,Healthcare Representative,Single,No,Y,3,0,1442,1,4,46,2,3,Medium,8621,17654,1,14,3,2,80,0,9,4,8,7,7,7
24,18-29,Yes,Travel_Rarely,Sales,3,College,Life Sciences,720,Female,Sales Executive,Single,No,Y,3,1,693,1,1,65,3,2,High,4577,24785,9,14,3,1,80,0,4,3,2,2,2,0
39,30 - 39,No,Travel_Rarely,Research & Development,2,Master,Technical Degree,721,Female,Healthcare Representative,Single,No,Y,4,0,408,1,4,80,2,2,High,4553,20978,1,11,3,1,80,0,20,3,20,7,11,10
32,30 - 39,No,Travel_Rarely,Sales,10,Bachelor,Marketing,722,Male,Sales Executive,Single,No,Y,2,0,929,1,4,55,3,2,Very High,5396,21703,1,12,3,4,80,0,10,2,10,7,0,8
50,50 - 59,Yes,Travel_Frequently,Sales,8,College,Technical Degree,723,Male,Sales Executive,Married,Yes,Y,4,1,562,1,2,50,3,2,High,6796,23452,3,14,3,1,80,1,18,3,4,3,1,3
38,30 - 39,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,724,Female,Healthcare Representative,Single,No,Y,4,0,827,1,2,33,4,2,Very High,7625,19383,0,13,3,3,80,0,10,2,9,7,1,8
27,18-29,No,Travel_Rarely,Research & Development,1,College,Life Sciences,725,Female,Manufacturing Director,Married,No,Y,3,0,608,1,3,68,3,3,Low,7412,6009,1,11,3,4,80,0,9,3,9,7,0,7
32,30 - 39,No,Travel_Rarely,Research & Development,3,College,Life Sciences,727,Female,Research Director,Single,No,Y,6,0,1018,1,3,39,3,3,Very High,11159,19373,3,15,3,4,80,0,10,3,7,7,7,7
47,40 - 49,No,Travel_Rarely,Sales,14,Master,Marketing,728,Male,Sales Executive,Single,No,Y,2,0,703,1,4,42,3,2,Low,4960,11825,2,12,3,4,80,0,20,3,7,7,1,7
40,40 - 49,No,Travel_Frequently,Sales,5,Master,Life Sciences,729,Male,Sales Executive,Married,Yes,Y,2,0,580,1,4,48,2,3,Low,10475,23772,5,21,4,3,80,1,20,3,18,13,1,12
53,50 - 59,No,Travel_Rarely,Research & Development,7,Bachelor,Life Sciences,730,Male,Research Director,Married,No,Y,3,0,970,1,3,59,4,4,High,14814,13514,3,19,3,3,80,0,32,3,5,1,1,3
41,40 - 49,No,Travel_Rarely,Human Resources,10,Master,Human Resources,731,Male,Manager,Divorced,No,Y,2,0,427,1,2,73,2,5,Very High,19141,8861,3,15,3,2,80,3,23,2,21,6,12,6
60,60+,No,Travel_Rarely,Sales,16,Master,Marketing,732,Male,Sales Executive,Single,No,Y,1,0,1179,1,1,84,3,2,Low,5405,11924,8,14,3,4,80,0,10,3,2,2,2,2
27,18-29,No,Travel_Frequently,Research & Development,10,College,Life Sciences,733,Male,Manufacturing Director,Divorced,No,Y,4,0,294,1,4,32,3,3,Low,8793,4809,1,21,4,3,80,2,9,2,9,7,1,7
41,40 - 49,No,Travel_Rarely,Human Resources,1,Bachelor,Human Resources,734,Male,Manager,Married,No,Y,3,0,314,1,4,59,2,5,High,19189,19562,1,12,3,2,80,1,22,3,22,7,2,10
50,50 - 59,No,Travel_Rarely,Sales,8,Master,Marketing,738,Male,Sales Representative,Married,No,Y,2,0,316,1,4,54,3,1,Medium,3875,9983,7,15,3,4,80,1,4,3,2,2,2,2
28,18-29,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,741,Female,Research Scientist,Single,Yes,Y,4,1,654,1,1,67,1,1,Medium,2216,3872,7,13,3,4,80,0,10,3,7,7,3,7
36,30 - 39,No,Non-Travel,Research & Development,8,Bachelor,Life Sciences,742,Female,Research Director,Married,No,Y,2,0,427,1,1,63,4,3,Low,11713,20335,9,14,3,1,80,1,10,3,8,7,0,5
38,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,743,Female,Manufacturing Director,Single,Yes,Y,4,0,168,1,3,81,3,3,High,7861,15397,4,14,3,4,80,0,10,4,1,0,0,0
44,40 - 49,No,Non-Travel,Research & Development,24,Bachelor,Medical,744,Male,Laboratory Technician,Single,No,Y,5,0,381,1,1,49,1,1,High,3708,2104,2,14,3,3,80,0,9,3,5,2,1,4
47,40 - 49,No,Travel_Frequently,Sales,3,Bachelor,Medical,746,Female,Sales Executive,Divorced,Yes,Y,2,0,217,1,4,49,3,4,High,13770,10225,9,12,3,4,80,2,28,2,22,2,11,13
30,30 - 39,No,Travel_Rarely,Sales,27,Doctor,Marketing,747,Male,Sales Executive,Divorced,No,Y,2,0,501,1,3,99,3,2,Very High,5304,25275,7,23,4,4,80,1,10,2,8,7,7,7
29,18-29,No,Travel_Rarely,Sales,10,Bachelor,Life Sciences,749,Male,Sales Representative,Single,No,Y,6,0,1396,1,3,99,3,1,High,2642,2755,1,11,3,3,80,0,1,3,1,0,0,0
42,40 - 49,Yes,Travel_Frequently,Research & Development,19,Bachelor,Medical,752,Male,Research Scientist,Divorced,Yes,Y,2,1,933,1,3,57,4,1,High,2759,20366,6,12,3,4,80,0,7,3,2,2,2,2
43,40 - 49,No,Travel_Frequently,Sales,15,Bachelor,Life Sciences,754,Male,Sales Executive,Married,No,Y,5,0,775,1,4,47,2,2,Very High,6804,23683,3,18,3,3,80,1,7,3,2,2,2,2
34,30 - 39,No,Travel_Rarely,Research & Development,8,College,Medical,757,Female,Healthcare Representative,Single,No,Y,2,0,970,1,2,96,3,2,High,6142,7360,3,11,3,4,80,0,10,3,5,1,4,3
23,18-29,No,Travel_Rarely,Research & Development,9,Below College,Medical,758,Male,Laboratory Technician,Married,No,Y,2,0,650,1,2,37,3,1,Low,2500,4344,1,14,3,4,80,1,5,4,4,3,0,2
39,30 - 39,No,Travel_Rarely,Human Resources,3,Bachelor,Human Resources,760,Female,Human Resources,Married,No,Y,3,0,141,1,3,44,4,2,Medium,6389,18767,9,15,3,3,80,1,12,1,8,3,3,6
56,50 - 59,No,Travel_Rarely,Research & Development,9,Bachelor,Medical,762,Male,Healthcare Representative,Married,No,Y,1,0,832,1,3,81,3,4,Very High,11103,20420,7,11,3,3,80,0,30,2,10,7,1,1
40,40 - 49,No,Travel_Rarely,Research & Development,2,Below College,Medical,763,Female,Research Scientist,Single,Yes,Y,2,0,804,1,4,86,2,1,Very High,2342,22929,0,20,4,4,80,0,5,2,4,2,2,3
27,18-29,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,764,Female,Healthcare Representative,Single,No,Y,2,0,975,1,4,55,2,2,Low,6811,23398,8,19,3,1,80,0,9,1,7,6,0,7
29,18-29,No,Travel_Rarely,Sales,10,Bachelor,Marketing,766,Male,Sales Representative,Divorced,No,Y,2,0,1090,1,4,83,3,1,Medium,2297,17967,1,14,3,4,80,2,2,3,2,2,2,2
53,50 - 59,No,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,769,Male,Laboratory Technician,Single,No,Y,4,0,346,1,4,86,3,2,Very High,2450,10919,2,17,3,4,80,0,19,3,2,2,2,2
35,30 - 39,No,Non-Travel,Research & Development,2,Master,Life Sciences,771,Female,Healthcare Representative,Divorced,No,Y,2,0,1225,1,4,61,3,2,Low,5093,4761,2,11,3,1,80,1,16,4,1,0,0,0
32,30 - 39,No,Travel_Frequently,Research & Development,24,Master,Life Sciences,772,Male,Laboratory Technician,Married,No,Y,2,0,430,1,1,80,3,2,Very High,5309,21146,1,15,3,4,80,2,10,3,10,8,4,7
38,30 - 39,No,Travel_Rarely,Research & Development,2,Doctor,Medical,773,Male,Research Scientist,Married,Yes,Y,0,0,268,1,4,92,3,1,High,3057,20471,6,13,3,2,80,1,6,1,1,0,0,1
34,30 - 39,No,Travel_Rarely,Research & Development,8,Doctor,Life Sciences,775,Female,Manufacturing Director,Divorced,No,Y,3,0,167,1,2,32,3,2,Low,5121,4187,3,14,3,3,80,1,7,3,0,0,0,0
52,50 - 59,No,Travel_Rarely,Sales,3,Master,Marketing,776,Male,Manager,Married,No,Y,3,0,621,1,3,31,2,4,Low,16856,10084,1,11,3,1,80,0,34,4,34,6,1,16
33,30 - 39,Yes,Travel_Rarely,Research & Development,1,Master,Other,780,Male,Research Scientist,Single,Yes,Y,2,1,527,1,4,63,3,1,Very High,2686,5207,1,13,3,3,80,0,10,2,10,9,7,8
25,18-29,No,Travel_Rarely,Sales,26,Below College,Medical,781,Female,Sales Executive,Single,No,Y,5,0,883,1,3,32,3,2,Very High,6180,22807,1,23,4,2,80,0,6,2,6,5,1,4
45,40 - 49,No,Travel_Rarely,Sales,2,College,Technical Degree,783,Male,Sales Representative,Single,No,Y,3,0,954,1,2,46,1,2,High,6632,12388,0,13,3,1,80,0,9,3,8,7,3,1
23,18-29,No,Travel_Rarely,Research & Development,10,Below College,Medical,784,Male,Research Scientist,Single,No,Y,3,0,310,1,1,79,4,1,High,3505,19630,1,18,3,4,80,0,2,3,2,2,0,2
47,40 - 49,Yes,Travel_Frequently,Sales,27,College,Life Sciences,785,Female,Sales Executive,Single,Yes,Y,2,1,719,1,2,77,4,2,High,6397,10339,4,12,3,4,80,0,8,3,5,4,1,3
34,30 - 39,No,Travel_Rarely,Sales,2,Bachelor,Other,786,Male,Sales Executive,Single,No,Y,5,0,304,1,4,60,3,2,Very High,6274,18686,1,22,4,3,80,0,6,3,6,5,1,4
55,50 - 59,Yes,Travel_Rarely,Research & Development,2,Bachelor,Medical,787,Male,Manager,Married,Yes,Y,2,1,725,1,4,78,3,5,Low,19859,21199,5,13,3,4,80,1,24,3,5,2,1,4
36,30 - 39,No,Non-Travel,Sales,8,Master,Life Sciences,789,Male,Sales Executive,Single,No,Y,1,0,1434,1,1,76,2,3,Low,7587,14229,1,15,3,2,80,0,10,3,10,7,0,9
52,50 - 59,No,Non-Travel,Research & Development,19,Master,Medical,791,Male,Research Scientist,Married,No,Y,3,0,715,1,4,41,3,1,Very High,4258,26589,0,18,3,1,80,1,5,3,4,3,1,2
26,18-29,No,Travel_Frequently,Research & Development,1,College,Life Sciences,792,Female,Laboratory Technician,Divorced,No,Y,2,0,575,1,1,71,1,1,Very High,4364,5288,3,14,3,1,80,1,5,3,2,2,2,0
29,18-29,No,Travel_Rarely,Research & Development,27,Bachelor,Medical,793,Female,Healthcare Representative,Married,No,Y,3,0,657,1,2,66,3,2,High,4335,25549,4,12,3,1,80,1,11,2,8,7,1,1
26,18-29,Yes,Travel_Rarely,Sales,8,Bachelor,Technical Degree,796,Male,Sales Executive,Single,No,Y,2,1,1146,1,4,38,2,2,Low,5326,3064,6,17,3,3,80,0,6,2,4,3,1,2
34,30 - 39,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,797,Female,Research Scientist,Single,No,Y,2,0,182,1,2,72,4,1,Very High,3280,13551,2,16,3,3,80,0,10,3,4,2,1,3
54,50 - 59,No,Travel_Rarely,Research & Development,19,Master,Medical,799,Female,Manufacturing Director,Divorced,Yes,Y,4,0,376,1,4,95,3,2,Low,5485,22670,9,11,3,2,80,2,9,3,5,3,1,4
27,18-29,No,Travel_Frequently,Sales,8,Below College,Marketing,800,Male,Sales Executive,Married,No,Y,3,0,829,1,3,84,3,2,Very High,4342,24008,0,19,3,2,80,1,5,3,4,2,1,1
37,30 - 39,No,Travel_Rarely,Research & Development,10,Below College,Life Sciences,802,Female,Research Scientist,Divorced,Yes,Y,3,0,571,1,4,82,3,1,Low,2782,19905,0,13,3,2,80,2,6,2,5,3,4,3
38,30 - 39,No,Travel_Frequently,Research & Development,2,Master,Life Sciences,803,Female,Manufacturing Director,Single,Yes,Y,2,0,240,1,1,75,4,2,Low,5980,26085,6,12,3,4,80,0,17,3,15,7,4,12
34,30 - 39,No,Travel_Rarely,Research & Development,2,Master,Medical,804,Female,Research Scientist,Single,No,Y,3,0,121,1,3,86,2,1,Low,4381,7530,1,11,3,3,80,0,6,3,6,5,1,3
35,30 - 39,No,Travel_Rarely,Sales,8,Master,Life Sciences,805,Female,Sales Representative,Married,No,Y,1,0,384,1,1,72,3,1,Very High,2572,20317,1,16,3,2,80,1,3,2,3,2,0,2
30,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Life Sciences,806,Male,Laboratory Technician,Married,No,Y,2,0,921,1,4,38,1,1,High,3833,24375,3,21,4,3,80,2,7,3,2,2,0,2
40,40 - 49,No,Travel_Frequently,Research & Development,2,College,Medical,807,Female,Healthcare Representative,Married,No,Y,2,0,791,1,3,38,4,2,Medium,4244,9931,1,24,4,4,80,1,8,3,8,7,3,7
34,30 - 39,No,Travel_Rarely,Sales,8,College,Life Sciences,808,Female,Sales Executive,Married,No,Y,1,0,1111,1,3,93,3,2,Low,6500,13305,5,17,3,2,80,1,6,3,3,2,1,2
42,40 - 49,No,Travel_Frequently,Research & Development,8,Bachelor,Life Sciences,809,Male,Manager,Divorced,No,Y,4,0,570,1,2,66,3,5,Very High,18430,16225,1,13,3,2,80,1,24,2,24,7,14,9
23,18-29,Yes,Travel_Rarely,Research & Development,6,Bachelor,Life Sciences,811,Male,Laboratory Technician,Married,Yes,Y,2,1,1243,1,3,63,4,1,Low,1601,3445,1,21,4,3,80,2,1,3,0,0,0,0
24,18-29,No,Non-Travel,Research & Development,9,Bachelor,Life Sciences,812,Male,Laboratory Technician,Divorced,No,Y,4,0,1092,1,3,60,2,1,Medium,2694,26551,1,11,3,3,80,3,1,3,1,0,0,0
52,50 - 59,No,Travel_Rarely,Research & Development,11,Master,Life Sciences,813,Female,Laboratory Technician,Married,No,Y,3,0,1325,1,4,82,3,2,High,3149,21821,8,20,4,2,80,1,9,3,5,2,1,4
50,50 - 59,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,815,Male,Research Director,Married,No,Y,3,0,691,1,3,64,3,4,High,17639,6881,5,16,3,4,80,0,30,3,4,3,0,3
29,18-29,Yes,Travel_Rarely,Research & Development,1,College,Life Sciences,816,Female,Laboratory Technician,Married,Yes,Y,1,1,805,1,2,36,2,1,Low,2319,6689,1,11,3,4,80,1,1,3,1,0,0,0
33,30 - 39,No,Travel_Rarely,Research & Development,7,Bachelor,Medical,817,Male,Research Director,Married,No,Y,3,0,213,1,3,49,3,3,High,11691,25995,0,11,3,4,80,0,14,4,13,9,3,7
33,30 - 39,Yes,Travel_Rarely,Sales,16,Bachelor,Marketing,819,Female,Sales Executive,Single,No,Y,3,1,118,1,1,69,3,2,Low,5324,26507,5,15,3,3,80,0,6,3,3,2,0,2
47,40 - 49,No,Travel_Rarely,Research & Development,2,College,Other,820,Female,Manager,Married,Yes,Y,3,0,202,1,3,33,3,4,Very High,16752,12982,1,11,3,3,80,1,26,2,26,14,3,0
36,30 - 39,No,Travel_Rarely,Research & Development,1,Bachelor,Other,823,Female,Manufacturing Director,Married,No,Y,2,0,676,1,3,35,3,2,Medium,5228,23361,0,15,3,1,80,1,10,3,9,7,0,5
29,18-29,No,Travel_Rarely,Research & Development,23,College,Life Sciences,824,Male,Research Scientist,Married,No,Y,3,0,1252,1,3,81,4,1,High,2700,23779,1,24,4,3,80,1,10,3,10,7,0,7
58,50 - 59,Yes,Travel_Rarely,Research & Development,2,Master,Life Sciences,825,Male,Research Director,Single,Yes,Y,2,1,286,1,4,31,3,5,Medium,19246,25761,7,12,3,4,80,0,40,3,31,15,13,8
35,30 - 39,No,Travel_Rarely,Research & Development,1,Master,Life Sciences,826,Female,Research Scientist,Single,No,Y,0,0,1258,1,4,40,4,1,High,2506,13301,3,13,3,3,80,0,7,3,2,2,2,2
42,40 - 49,No,Travel_Rarely,Research & Development,1,College,Life Sciences,827,Female,Manufacturing Director,Married,Yes,Y,4,0,932,1,4,43,2,2,Very High,6062,4051,9,13,3,4,80,1,8,3,4,3,0,2
28,18-29,Yes,Travel_Rarely,Research & Development,2,Master,Medical,828,Male,Research Scientist,Single,No,Y,3,1,890,1,3,46,3,1,High,4382,16374,6,17,3,4,80,0,5,2,2,2,2,1
36,30 - 39,No,Travel_Rarely,Human Resources,13,Bachelor,Human Resources,829,Male,Human Resources,Married,No,Y,2,0,1041,1,3,36,3,1,Medium,2143,25527,4,13,3,2,80,1,8,3,5,2,0,4
32,30 - 39,No,Travel_Rarely,Research & Development,4,Bachelor,Life Sciences,830,Female,Manufacturing Director,Married,No,Y,3,0,859,1,3,98,2,2,High,6162,19124,1,12,3,3,80,1,14,3,14,13,6,8
40,40 - 49,No,Travel_Frequently,Research & Development,16,Master,Medical,832,Male,Laboratory Technician,Single,No,Y,6,0,720,1,1,51,2,2,High,5094,11983,6,14,3,4,80,0,10,3,1,0,0,0
30,30 - 39,No,Travel_Rarely,Research & Development,2,Bachelor,Medical,833,Female,Manufacturing Director,Single,Yes,Y,4,0,946,1,3,52,2,2,Very High,6877,20234,5,24,4,2,80,0,12,2,0,0,0,0
45,40 - 49,No,Travel_Rarely,Research & Development,2,Bachelor,Life Sciences,834,Female,Research Scientist,Single,No,Y,3,0,252,1,2,95,2,1,High,2274,6153,1,14,3,4,80,0,1,3,1,0,0,0
42,40 - 49,No,Travel_Rarely,Research & Development,29,Bachelor,Life Sciences,836,Male,Manufacturing Director,Married,No,Y,3,0,933,1,2,98,3,2,Medium,4434,11806,1,13,3,4,80,1,10,2,9,8,7,8
38,30 - 39,No,Travel_Frequently,Research & Development,12,Bachelor,Life Sciences,837,Male,Healthcare Representative,Divorced,No,Y,3,0,471,1,1,45,2,2,Low,6288,4284,2,15,3,3,80,1,13,2,4,3,1,2
34,30 - 39,No,Travel_Frequently,Research & Development,16,Master,Life Sciences,838,Female,Research Scientist,Single,No,Y,3,0,702,1,3,100,2,1,Very High,2553,8306,1,16,3,3,80,0,6,3,5,2,1,3
49,40 - 49,Yes,Travel_Rarely,Sales,11,Bachelor,Marketing,840,Female,Sales Executive,Married,No,Y,3,1,1184,1,3,43,3,3,Very High,7654,5860,1,18,3,1,80,2,9,4,9,8,7,7
55,50 - 59,Yes,Travel_Rarely,Sales,2,Below College,Medical,842,Male,Sales Executive,Single,No,Y,3,1,436,1,3,37,3,2,Very High,5160,21519,4,16,3,3,80,0,12,2,9,7,7,3
43,40 - 49,No,Travel_Rarely,Research & Development,14,College,Life Sciences,843,Male,Research Director,Married,No,Y,3,0,589,1,2,94,3,4,Low,17159,5200,6,24,4,3,80,1,22,3,4,1,1,0
27,18-29,No,Travel_Rarely,Research & Development,5,Below College,Technical Degree,844,Male,Research Director,Divorced,Yes,Y,3,0,269,1,3,42,2,3,Very High,12808,8842,1,16,3,2,80,1,9,3,9,8,0,8
35,30 - 39,No,Travel_Rarely,Research & Development,7,Bachelor,Other,845,Male,Manufacturing Director,Single,No,Y,3,0,950,1,3,59,3,3,High,10221,18869,3,21,4,2,80,0,17,4,8,5,1,6
28,18-29,No,Travel_Rarely,Sales,2,Master,Marketing,846,Female,Sales Executive,Married,Yes,Y,2,0,760,1,2,81,3,2,Medium,4779,3698,1,20,4,1,80,0,8,3,8,7,7,5
34,30 - 39,No,Travel_Rarely,Human Resources,3,College,Human Resources,847,Male,Human Resources,Married,No,Y,1,0,829,1,3,88,3,1,Very High,3737,2243,0,19,3,3,80,1,4,1,3,2,0,2
26,18-29,Yes,Travel_Frequently,Research & Development,5,College,Medical,848,Female,Research Scientist,Married,Yes,Y,2,1,887,1,3,88,2,1,High,2366,20898,1,14,3,1,80,1,8,3,8,7,1,7
27,18-29,No,Non-Travel,Research & Development,3,Bachelor,Medical,850,Male,Research Scientist,Married,No,Y,6,0,443,1,4,50,3,1,Very High,1706,16571,1,11,3,3,80,3,0,2,0,0,0,0
51,50 - 59,No,Travel_Rarely,Sales,26,Master,Marketing,851,Female,Manager,Married,No,Y,2,0,1318,1,1,66,3,4,High,16307,5594,2,14,3,3,80,1,29,2,20,6,4,17
44,40 - 49,No,Travel_Rarely,Research & Development,4,Bachelor,Medical,852,Male,Healthcare Representative,Single,No,Y,2,0,625,1,4,50,3,2,Medium,5933,5197,9,12,3,4,80,0,10,2,5,2,2,3
25,18-29,No,Travel_Rarely,Research & Development,2,Below College,Medical,854,Male,Research Scientist,Single,No,Y,3,0,180,1,1,65,4,1,Low,3424,21632,7,13,3,3,80,0,6,2,4,3,0,1
33,30 - 39,No,Travel_Rarely,Sales,1,Bachelor,Medical,855,Male,Sales Executive,Divorced,No,Y,5,0,586,1,1,48,4,2,Low,4037,21816,1,22,4,1,80,1,9,3,9,8,0,8
35,30 - 39,No,Travel_Rarely,Research & Development,27,Below College,Medical,856,Female,Research Scientist,Single,No,Y,3,0,1343,1,3,53,2,1,Low,2559,17852,1,11,3,4,80,0,6,2,6,5,1,1
36,30 - 39,No,Travel_Rarely,Sales,1,College,Life Sciences,857,Male,Sales Executive,Married,Yes,Y,1,0,928,1,2,56,3,2,Very High,6201,2823,1,14,3,4,80,1,18,2,18,14,4,11
32,30 - 39,No,Travel_Rarely,Sales,13,Master,Life Sciences,859,Male,Sales Executive,Divorced,No,Y,3,0,117,1,2,73,3,2,Very High,4403,9250,2,11,3,3,80,1,8,2,5,2,0,3
30,30 - 39,No,Travel_Frequently,Research & Development,5,Master,Life Sciences,861,Male,Research Scientist,Divorced,No,Y,3,0,1012,1,2,75,2,1,Very High,3761,2373,9,12,3,2,80,1,10,2,5,4,0,3
53,50 - 59,No,Travel_Rarely,Sales,7,College,Marketing,862,Female,Sales Executive,Married,Yes,Y,3,0,661,1,1,78,2,3,Very High,10934,20715,7,18,3,4,80,1,35,3,5,2,0,4
45,40 - 49,No,Travel_Rarely,Sales,9,Bachelor,Marketing,864,Male,Sales Executive,Divorced,Yes,Y,2,0,930,1,4,74,3,3,Low,10761,19239,4,12,3,3,80,1,18,3,5,4,0,2
32,30 - 39,No,Travel_Rarely,Research & Development,8,College,Medical,865,Female,Research Scientist,Married,No,Y,3,0,638,1,3,91,4,2,High,5175,22162,5,12,3,3,80,1,9,2,5,3,1,3
52,50 - 59,No,Travel_Frequently,Research & Development,25,Master,Medical,867,Female,Manufacturing Director,Married,No,Y,3,0,890,1,3,81,2,4,Very High,13826,19028,3,22,4,3,80,0,31,3,9,8,0,0
37,30 - 39,No,Travel_Rarely,Sales,16,Master,Marketing,868,Male,Sales Executive,Divorced,No,Y,2,0,342,1,4,66,2,2,High,6334,24558,4,19,3,4,80,2,9,3,1,0,0,0
28,18-29,No,Travel_Rarely,Human Resources,8,College,Medical,869,Male,Human Resources,Divorced,No,Y,6,0,1169,1,2,63,2,1,Very High,4936,23965,1,13,3,4,80,1,6,3,5,1,0,4
22,18-29,No,Travel_Rarely,Research & Development,1,College,Life Sciences,872,Male,Manufacturing Director,Married,No,Y,2,0,1230,1,4,33,2,2,Very High,4775,19146,6,22,4,1,80,2,4,1,2,2,2,2
44,40 - 49,No,Travel_Rarely,Research & Development,8,Master,Life Sciences,874,Male,Laboratory Technician,Married,Yes,Y,2,0,986,1,1,62,4,1,Very High,2818,5044,2,24,4,3,80,1,10,2,3,2,0,2
42,40 - 49,No,Travel_Frequently,Research & Development,2,Below College,Medical,875,Male,Research Scientist,Single,Yes,Y,2,0,1271,1,2,35,3,1,Very High,2515,9068,5,14,3,4,80,0,8,3,2,1,2,2
36,30 - 39,No,Travel_Rarely,Human Resources,8,Bachelor,Life Sciences,878,Male,Human Resources,Married,No,Y,3,0,1278,1,1,77,2,1,Low,2342,8635,0,21,4,3,80,0,6,3,5,4,0,3
25,18-29,No,Travel_Rarely,Sales,3,Below College,Other,879,Male,Sales Executive,Married,Yes,Y,3,0,141,1,3,98,3,2,Low,4194,14363,1,18,3,4,80,0,5,3,5,3,0,3
35,30 - 39,No,Travel_Rarely,Research & Development,9,Bachelor,Life Sciences,880,Female,Manufacturing Director,Married,Yes,Y,2,0,607,1,4,66,2,3,High,10685,23457,1,20,4,2,80,1,17,3,17,14,5,15
35,30 - 39,Yes,Travel_Frequently,Research & Development,25,Master,Life Sciences,881,Female,Research Scientist,Divorced,Yes,Y,3,1,130,1,4,96,3,1,Medium,2022,16612,1,19,3,1,80,1,10,2,10,2,7,8
32,30 - 39,No,Non-Travel,Research & Development,1,Bachelor,Life Sciences,882,Male,Laboratory Technician,Divorced,No,Y,2,0,300,1,4,61,3,1,Very High,2314,9148,0,12,3,2,80,1,4,3,3,0,0,2
